Жанр фильма,"Продолжительность, часы","Продолжительность, минуты",Страна производства,Год производства
Триллер,2,33,Россия,2014.0
Драма,нет данных,11,Германия,2008.0
Комедия,0,29,США,2024.0
Боевик,1,18,Россия,2006.0
Драма,1,29,Италия,2005.0
Комедия,нет данных,34,Франция-Италия,2005.0
Драма,2,15,Россия,2008.0
Документальный,1,3,США,2007.0
Боевик,1,33,Россия,2012.0
Триллер,2,48,Россия,2005.0
Боевик,2,10,США,2019.0
Боевик,9,30,Россия-Германия,2010.0
Комедия,3,52,Россия,
Боевик,1,40,Россия,2009.0
Драма,1,43,Германия-Франция,
Драма,нет данных,35,Россия,2016.0
Боевик,2,44,Германия,2008.0
Комедия,0,40,Германия-Франция,2011.0
Триллер,1,34,США,2006.0
Боевик,1,13,США,2010.0
Драма,1,54,Италия,2011.0
Комедия,1,0,Франция,
Документальный,нет данных,44,Россия,2017.0
Боевик,нет данных,42,США,
Триллер,0,35,Франция,2008.0
Драма,1,15,США,2013.0
Триллер,1,32,Италия,2010.0
Комедия,0,45,США,2004.0
Документальный,1,37,Россия,2010.0
Боевик,2,28,Германия,2001.0
Драма,нет данных,20,Франция,
Драма,нет данных,13,США,2009.0
Документальный,нет данных,40,Франция-Италия,2007.0
Комедия,3,33,Россия,2011.0
Боевик,0,50,Россия,
Документальный,2,18,Россия,2006.0
Драма,1,17,Россия-Италия,2007.0
Драма,1,34,США,
Драма,1,43,Россия,2009.0
Триллер,0,29,Италия,2019.0
Боевик,нет данных,20,США,2004.0
Драма,1,26,Россия,2005.0
Боевик,нет данных,40,Германия,2011.0
Драма,1,44,США,2013.0
Триллер,0,50,Италия,2017.0
Драма,0,20,США,2013.0
Драма,2,21,США,2009.0
Боевик,0,5,Италия,2005.0
Боевик,1,40,Россия,2017.0
Боевик,нет данных,91,Франция,2017.0
Документальный,0,12,Россия-Германия,2014.0
Драма,нет данных,42,Италия,2016.0
Драма,1,4,Италия,2011.0
Боевик,0,40,США,2008.0
Драма,13,34,Италия,2012.0
Драма,2,30,США,2001.0
Боевик,1,46,Германия,
Триллер,1,37,Россия,2016.0
Драма,нет данных,2,США,
Драма,1,22,Россия,2020.0
Документальный,1,28,США,2013.0
Боевик,1,40,Франция,
Драма,нет данных,2,Россия,2010.0
Боевик,2,45,Россия-Италия,
Документальный,24,18,США,2015.0
Драма,0,51,Россия,2003.0
Документальный,1,22,Италия,2012.0
Документальный,0,23,Германия-Франция,2001.0
Боевик,1,39,США,2008.0
Триллер,8,39,США,2006.0
Боевик,нет данных,33,Россия,2007.0
Драма,2,30,Италия,2004.0
Триллер,1,35,США,2007.0
Комедия,нет данных,9,Германия,1994.0
Документальный,1,38,США,
Триллер,1,45,Германия,2010.0
Боевик,1,42,Франция-Италия,2007.0
Триллер,0,55,Германия-Франция,2003.0
Триллер,1,8,США,2007.0
Драма,1,26,США,2011.0
Триллер,нет данных,36,США-Германия,2007.0
Документальный,1,92,Россия,1998.0
Драма,3,60,Россия,2004.0
Боевик,1,14,Германия,2000.0
Комедия,2,52,США,2005.0
Боевик,нет данных,47,Германия,2019.0
Боевик,0,12,США,2007.0
Триллер,2,15,Германия,2012.0
Боевик,1,50,Германия,2008.0
Комедия,2,23,США,2002.0
Триллер,1,3,Италия,2016.0
Драма,2,48,Россия,2008.0
Драма,5,123,Россия,2006.0
Комедия,1,0,Франция,2007.0
Боевик,4,33,Германия,2009.0
Триллер,0,0,Франция,2016.0
Триллер,1,0,США,2020.0
Драма,нет данных,30,Германия,2008.0
Боевик,1,30,Россия,2009.0
Комедия,1,12,Россия,2016.0
Драма,0,30,Россия,2013.0
Драма,нет данных,50,Россия,2002.0
Боевик,2,52,США,2015.0
Драма,2,10,Италия,2008.0
Боевик,1,27,Россия,2007.0
Боевик,нет данных,54,Россия,2013.0
Драма,13,42,США,2005.0
Триллер,1,10,Россия,2014.0
Драма,0,48,США-Германия,2016.0
Боевик,1,40,Италия,2008.0
Триллер,1,36,Россия,2002.0
Триллер,1,20,США,2013.0
Драма,нет данных,46,США,2019.0
Боевик,нет данных,60,Россия,
Боевик,нет данных,44,Франция,2011.0
Боевик,нет данных,12,США,
Боевик,нет данных,44,Россия,2003.0
Драма,2,51,Россия,2000.0
Драма,нет данных,6,США,2009.0
Драма,1,45,США,2014.0
Боевик,5,27,Франция,2013.0
Боевик,1,23,США,2014.0
Боевик,1,56,Россия,2013.0
Боевик,2,30,Россия,
Боевик,2,25,США,2006.0
Боевик,нет данных,48,Россия-Италия,2008.0
Драма,1,57,США,
Драма,1,25,США,2011.0
Драма,1,20,Германия,
Документальный,2,34,Россия,2009.0
Боевик,2,36,Франция,2010.0
Боевик,5,0,Россия,2003.0
Боевик,нет данных,15,Россия,2009.0
Драма,1,18,Германия,2004.0
Триллер,1,40,Италия,2009.0
Боевик,0,50,США,2011.0
Документальный,2,30,Германия,2006.0
Триллер,1,39,Германия,2009.0
Триллер,0,48,США,2005.0
Боевик,0,30,США-Германия,
Документальный,нет данных,39,Италия,2005.0
Триллер,1,10,Россия,2009.0
Боевик,1,30,США,2016.0
Драма,1,25,Россия-Италия,2011.0
Боевик,нет данных,34,Россия-Италия,2012.0
Драма,нет данных,30,США,2005.0
Драма,нет данных,45,Россия,2008.0
Триллер,0,42,Россия,2005.0
Комедия,10,25,США,2008.0
Документальный,1,50,Россия,2015.0
Триллер,1,57,Россия,2012.0
Триллер,0,6,Италия,2018.0
Боевик,2,29,Франция,2014.0
Боевик,нет данных,7,США,2014.0
Триллер,2,16,Россия,2012.0
Документальный,1,26,США,
Драма,5,28,США,2005.0
Драма,нет данных,14,США,2011.0
Документальный,1,13,США,2005.0
Боевик,1,28,Германия,2017.0
Драма,нет данных,32,США,2014.0
Триллер,1,45,США,2012.0
Драма,1,33,Франция,2007.0
Боевик,0,13,США,
Комедия,нет данных,25,США,2008.0
Комедия,1,26,Германия,2003.0
Боевик,нет данных,33,Италия,2009.0
Драма,1,13,Россия,2009.0
Документальный,0,59,США,2005.0
Боевик,1,40,Россия,2016.0
Комедия,1,27,США,2003.0
Документальный,1,57,Италия,2013.0
Документальный,2,35,Россия,2019.0
Драма,1,17,США,2011.0
Боевик,1,43,Италия,2006.0
Драма,1,44,Германия,2015.0
Боевик,1,28,Италия,2012.0
Документальный,1,36,Россия,2007.0
Комедия,0,28,Россия,2001.0
Драма,0,0,Германия,2012.0
Боевик,1,30,Россия,2004.0
Триллер,нет данных,24,США,2014.0
Боевик,нет данных,50,Германия,2008.0
Боевик,1,12,Россия,
Боевик,4,0,США,2013.0
Драма,0,4,США,2011.0
Боевик,1,50,Франция,2005.0
Документальный,1,30,США,2011.0
Триллер,1,30,Россия,2007.0
Драма,1,35,США,2005.0
Драма,1,39,Россия,2014.0
Боевик,1,16,Италия,2016.0
Драма,1,94,Россия,2010.0
Драма,1,13,Россия,2010.0
Документальный,1,5,Россия,2014.0
Боевик,нет данных,50,Россия,2016.0
Боевик,1,12,Германия,2006.0
Документальный,0,54,Франция,2002.0
Драма,1,51,Италия,2021.0
Драма,нет данных,33,США,2002.0
Боевик,1,6,США,2012.0
Драма,нет данных,3,США,2004.0
Драма,1,20,Германия,
Драма,1,46,Франция,2018.0
Триллер,0,32,Россия,2016.0
Документальный,2,46,Россия,1999.0
Боевик,1,25,Россия,2017.0
Триллер,1,44,США,2011.0
Драма,0,33,Россия,2009.0
Документальный,0,33,Россия,2001.0
Документальный,1,30,Россия,2004.0
Документальный,1,0,Россия,2003.0
Боевик,1,44,США,2010.0
Драма,нет данных,17,США,2014.0
Драма,1,49,Россия,2000.0
Боевик,нет данных,19,Германия,2009.0
Боевик,1,10,Италия,2011.0
Триллер,11,16,США,2020.0
Документальный,нет данных,0,США,2008.0
Документальный,0,37,Россия,2012.0
Триллер,0,36,Россия,2009.0
Триллер,1,12,США,2006.0
Триллер,1,29,Россия,
Документальный,1,28,Россия,
Триллер,4,49,США,2011.0
Боевик,2,57,Германия,2015.0
Боевик,1,31,Россия,2004.0
Документальный,2,48,Россия-Франция,
Комедия,нет данных,42,США,2012.0
Боевик,нет данных,52,Германия,2009.0
Комедия,1,25,Франция-Италия,2006.0
Документальный,2,27,Россия-Германия,2006.0
Триллер,1,25,Россия,2016.0
Боевик,2,33,Россия,2009.0
Триллер,1,10,Франция,
Триллер,1,25,США,2011.0
Боевик,1,35,Россия,2012.0
Боевик,1,16,США,2009.0
Документальный,1,46,США,2019.0
Документальный,1,58,Франция,2007.0
Триллер,нет данных,39,США,2016.0
Триллер,нет данных,0,Франция-Италия,2009.0
Комедия,2,55,США,2008.0
Боевик,1,42,Россия,2008.0
Драма,2,52,Россия,2009.0
Триллер,1,0,Россия,2011.0
Документальный,нет данных,0,Италия,2011.0
Боевик,1,61,Франция,2008.0
Комедия,2,22,Франция,2013.0
Боевик,0,51,Германия-Франция,
Драма,2,1,Россия,2015.0
Документальный,1,40,Россия,2011.0
Триллер,1,6,Италия,2008.0
Боевик,1,30,Франция,2019.0
Драма,1,30,Россия-Германия,2008.0
Драма,нет данных,12,Россия,2009.0
Боевик,1,15,Германия,2011.0
Триллер,1,42,Франция,2023.0
Боевик,1,26,Россия,2004.0
Драма,1,52,Россия,2010.0
Драма,1,8,Россия,2007.0
Триллер,нет данных,29,Россия,2005.0
Боевик,2,40,Франция,2005.0
Боевик,2,61,США,2009.0
Драма,1,38,Германия,1999.0
Драма,нет данных,38,США,2009.0
Боевик,нет данных,47,Германия,2005.0
Триллер,1,13,Франция,2004.0
Триллер,0,50,Россия,2001.0
Триллер,1,52,Россия,2010.0
